index,label,lr_path,hr_path,split
9102,shoe,E:\TT_exported\train1\lr\000009102.png,E:\TT_exported\train1\hr\000009102.png,train1
9103,Extension,E:\TT_exported\train1\lr\000009103.png,E:\TT_exported\train1\hr\000009103.png,train1
9104,016,E:\TT_exported\train1\lr\000009104.png,E:\TT_exported\train1\hr\000009104.png,train1
9105,BundleStuff.com,E:\TT_exported\train1\lr\000009105.png,E:\TT_exported\train1\hr\000009105.png,train1
9106,intel,E:\TT_exported\train1\lr\000009106.png,E:\TT_exported\train1\hr\000009106.png,train1
9107,intel,E:\TT_exported\train1\lr\000009107.png,E:\TT_exported\train1\hr\000009107.png,train1
9108,Products,E:\TT_exported\train1\lr\000009108.png,E:\TT_exported\train1\hr\000009108.png,train1
9109,Commercial,E:\TT_exported\train1\lr\000009109.png,E:\TT_exported\train1\hr\000009109.png,train1
9110,Rubbermaid,E:\TT_exported\train1\lr\000009110.png,E:\TT_exported\train1\hr\000009110.png,train1
9111,MATION,E:\TT_exported\train1\lr\000009111.png,E:\TT_exported\train1\hr\000009111.png,train1
9112,MATION,E:\TT_exported\train1\lr\000009112.png,E:\TT_exported\train1\hr\000009112.png,train1
9113,FOR,E:\TT_exported\train1\lr\000009113.png,E:\TT_exported\train1\hr\000009113.png,train1
9114,Purell,E:\TT_exported\train1\lr\000009114.png,E:\TT_exported\train1\hr\000009114.png,train1
9115,BRAND,E:\TT_exported\train1\lr\000009115.png,E:\TT_exported\train1\hr\000009115.png,train1
9116,R,E:\TT_exported\train1\lr\000009116.png,E:\TT_exported\train1\hr\000009116.png,train1
9117,/2018,E:\TT_exported\train1\lr\000009117.png,E:\TT_exported\train1\hr\000009117.png,train1
9118,Purell,E:\TT_exported\train1\lr\000009118.png,E:\TT_exported\train1\hr\000009118.png,train1
9119,Purell,E:\TT_exported\train1\lr\000009119.png,E:\TT_exported\train1\hr\000009119.png,train1
9120,Purell,E:\TT_exported\train1\lr\000009120.png,E:\TT_exported\train1\hr\000009120.png,train1
9121,Marque*11,E:\TT_exported\train1\lr\000009121.png,E:\TT_exported\train1\hr\000009121.png,train1
9122,Marque*11,E:\TT_exported\train1\lr\000009122.png,E:\TT_exported\train1\hr\000009122.png,train1
9123,cobrar,E:\TT_exported\train1\lr\000009123.png,E:\TT_exported\train1\hr\000009123.png,train1
9124,cobrar,E:\TT_exported\train1\lr\000009124.png,E:\TT_exported\train1\hr\000009124.png,train1
9125,Por,E:\TT_exported\train1\lr\000009125.png,E:\TT_exported\train1\hr\000009125.png,train1
9126,Llamadas,E:\TT_exported\train1\lr\000009126.png,E:\TT_exported\train1\hr\000009126.png,train1
9127,Llamadas,E:\TT_exported\train1\lr\000009127.png,E:\TT_exported\train1\hr\000009127.png,train1
9128,*11,E:\TT_exported\train1\lr\000009128.png,E:\TT_exported\train1\hr\000009128.png,train1
9129,Dial,E:\TT_exported\train1\lr\000009129.png,E:\TT_exported\train1\hr\000009129.png,train1
9130,Dial,E:\TT_exported\train1\lr\000009130.png,E:\TT_exported\train1\hr\000009130.png,train1
9131,Calls,E:\TT_exported\train1\lr\000009131.png,E:\TT_exported\train1\hr\000009131.png,train1
9132,Calls,E:\TT_exported\train1\lr\000009132.png,E:\TT_exported\train1\hr\000009132.png,train1
9133,Collect,E:\TT_exported\train1\lr\000009133.png,E:\TT_exported\train1\hr\000009133.png,train1
9134,Collect,E:\TT_exported\train1\lr\000009134.png,E:\TT_exported\train1\hr\000009134.png,train1
9135,ONLY,E:\TT_exported\train1\lr\000009135.png,E:\TT_exported\train1\hr\000009135.png,train1
9136,ONLY,E:\TT_exported\train1\lr\000009136.png,E:\TT_exported\train1\hr\000009136.png,train1
9137,COINS,E:\TT_exported\train1\lr\000009137.png,E:\TT_exported\train1\hr\000009137.png,train1
9138,COINS,E:\TT_exported\train1\lr\000009138.png,E:\TT_exported\train1\hr\000009138.png,train1
9139,U.S.,E:\TT_exported\train1\lr\000009139.png,E:\TT_exported\train1\hr\000009139.png,train1
9140,U.S.,E:\TT_exported\train1\lr\000009140.png,E:\TT_exported\train1\hr\000009140.png,train1
9141,RELEASE,E:\TT_exported\train1\lr\000009141.png,E:\TT_exported\train1\hr\000009141.png,train1
9142,RELEASE,E:\TT_exported\train1\lr\000009142.png,E:\TT_exported\train1\hr\000009142.png,train1
9143,COIN,E:\TT_exported\train1\lr\000009143.png,E:\TT_exported\train1\hr\000009143.png,train1
9144,COIN,E:\TT_exported\train1\lr\000009144.png,E:\TT_exported\train1\hr\000009144.png,train1
9145,COINS,E:\TT_exported\train1\lr\000009145.png,E:\TT_exported\train1\hr\000009145.png,train1
9146,DEPOSIT,E:\TT_exported\train1\lr\000009146.png,E:\TT_exported\train1\hr\000009146.png,train1
9147,TONE,E:\TT_exported\train1\lr\000009147.png,E:\TT_exported\train1\hr\000009147.png,train1
9148,3,E:\TT_exported\train1\lr\000009148.png,E:\TT_exported\train1\hr\000009148.png,train1
9149,3,E:\TT_exported\train1\lr\000009149.png,E:\TT_exported\train1\hr\000009149.png,train1
9150,A,E:\TT_exported\train1\lr\000009150.png,E:\TT_exported\train1\hr\000009150.png,train1
9151,J,E:\TT_exported\train1\lr\000009151.png,E:\TT_exported\train1\hr\000009151.png,train1
9152,T,E:\TT_exported\train1\lr\000009152.png,E:\TT_exported\train1\hr\000009152.png,train1
9153,7,E:\TT_exported\train1\lr\000009153.png,E:\TT_exported\train1\hr\000009153.png,train1
9154,PRS,E:\TT_exported\train1\lr\000009154.png,E:\TT_exported\train1\hr\000009154.png,train1
9155,4,E:\TT_exported\train1\lr\000009155.png,E:\TT_exported\train1\hr\000009155.png,train1
9156,GHI,E:\TT_exported\train1\lr\000009156.png,E:\TT_exported\train1\hr\000009156.png,train1
9157,1,E:\TT_exported\train1\lr\000009157.png,E:\TT_exported\train1\hr\000009157.png,train1
9158,Accounts,E:\TT_exported\train1\lr\000009158.png,E:\TT_exported\train1\hr\000009158.png,train1
9159,kept,E:\TT_exported\train1\lr\000009159.png,E:\TT_exported\train1\hr\000009159.png,train1
9160,Messages,E:\TT_exported\train1\lr\000009160.png,E:\TT_exported\train1\hr\000009160.png,train1
9161,payphones.,E:\TT_exported\train1\lr\000009161.png,E:\TT_exported\train1\hr\000009161.png,train1
9162,participating,E:\TT_exported\train1\lr\000009162.png,E:\TT_exported\train1\hr\000009162.png,train1
9163,from,E:\TT_exported\train1\lr\000009163.png,E:\TT_exported\train1\hr\000009163.png,train1
9164,available,E:\TT_exported\train1\lr\000009164.png,E:\TT_exported\train1\hr\000009164.png,train1
9165,only,E:\TT_exported\train1\lr\000009165.png,E:\TT_exported\train1\hr\000009165.png,train1
9166,Mail,E:\TT_exported\train1\lr\000009166.png,E:\TT_exported\train1\hr\000009166.png,train1
9167,available.,E:\TT_exported\train1\lr\000009167.png,E:\TT_exported\train1\hr\000009167.png,train1
9168,list,E:\TT_exported\train1\lr\000009168.png,E:\TT_exported\train1\hr\000009168.png,train1
9169,cashier,E:\TT_exported\train1\lr\000009169.png,E:\TT_exported\train1\hr\000009169.png,train1
9170,the,E:\TT_exported\train1\lr\000009170.png,E:\TT_exported\train1\hr\000009170.png,train1
9171,internationally.,E:\TT_exported\train1\lr\000009171.png,E:\TT_exported\train1\hr\000009171.png,train1
9172,cities,E:\TT_exported\train1\lr\000009172.png,E:\TT_exported\train1\hr\000009172.png,train1
9173,selected,E:\TT_exported\train1\lr\000009173.png,E:\TT_exported\train1\hr\000009173.png,train1
9174,min.),E:\TT_exported\train1\lr\000009174.png,E:\TT_exported\train1\hr\000009174.png,train1
9175,$.35,E:\TT_exported\train1\lr\000009175.png,E:\TT_exported\train1\hr\000009175.png,train1
9176,(Cost,E:\TT_exported\train1\lr\000009176.png,E:\TT_exported\train1\hr\000009176.png,train1
9177,7-1-1,E:\TT_exported\train1\lr\000009177.png,E:\TT_exported\train1\hr\000009177.png,train1
9178,dial,E:\TT_exported\train1\lr\000009178.png,E:\TT_exported\train1\hr\000009178.png,train1
9179,"message,",E:\TT_exported\train1\lr\000009179.png,E:\TT_exported\train1\hr\000009179.png,train1
9180,send,E:\TT_exported\train1\lr\000009180.png,E:\TT_exported\train1\hr\000009180.png,train1
9181,messages,E:\TT_exported\train1\lr\000009181.png,E:\TT_exported\train1\hr\000009181.png,train1
9182,listen,E:\TT_exported\train1\lr\000009182.png,E:\TT_exported\train1\hr\000009182.png,train1
9183,free.,E:\TT_exported\train1\lr\000009183.png,E:\TT_exported\train1\hr\000009183.png,train1
9184,for,E:\TT_exported\train1\lr\000009184.png,E:\TT_exported\train1\hr\000009184.png,train1
9185,5-1-1,E:\TT_exported\train1\lr\000009185.png,E:\TT_exported\train1\hr\000009185.png,train1
9186,dial,E:\TT_exported\train1\lr\000009186.png,E:\TT_exported\train1\hr\000009186.png,train1
9187,"waiting,",E:\TT_exported\train1\lr\000009187.png,E:\TT_exported\train1\hr\000009187.png,train1
9188,messages,E:\TT_exported\train1\lr\000009188.png,E:\TT_exported\train1\hr\000009188.png,train1
9189,have,E:\TT_exported\train1\lr\000009189.png,E:\TT_exported\train1\hr\000009189.png,train1
9190,family.,E:\TT_exported\train1\lr\000009190.png,E:\TT_exported\train1\hr\000009190.png,train1
9191,friends,E:\TT_exported\train1\lr\000009191.png,E:\TT_exported\train1\hr\000009191.png,train1
9192,7-1-1,E:\TT_exported\train1\lr\000009192.png,E:\TT_exported\train1\hr\000009192.png,train1
9193,Number,E:\TT_exported\train1\lr\000009193.png,E:\TT_exported\train1\hr\000009193.png,train1
9194,Give,E:\TT_exported\train1\lr\000009194.png,E:\TT_exported\train1\hr\000009194.png,train1
9195,Number.,E:\TT_exported\train1\lr\000009195.png,E:\TT_exported\train1\hr\000009195.png,train1
9196,for,E:\TT_exported\train1\lr\000009196.png,E:\TT_exported\train1\hr\000009196.png,train1
9197,7-1-1,E:\TT_exported\train1\lr\000009197.png,E:\TT_exported\train1\hr\000009197.png,train1
9198,participating,E:\TT_exported\train1\lr\000009198.png,E:\TT_exported\train1\hr\000009198.png,train1
9199,stay,E:\TT_exported\train1\lr\000009199.png,E:\TT_exported\train1\hr\000009199.png,train1
9200,Payphone.,E:\TT_exported\train1\lr\000009200.png,E:\TT_exported\train1\hr\000009200.png,train1
9201,"Mail,",E:\TT_exported\train1\lr\000009201.png,E:\TT_exported\train1\hr\000009201.png,train1
9202,lnexpensive,E:\TT_exported\train1\lr\000009202.png,E:\TT_exported\train1\hr\000009202.png,train1
9203,Use!,E:\TT_exported\train1\lr\000009203.png,E:\TT_exported\train1\hr\000009203.png,train1
9204,Easy,E:\TT_exported\train1\lr\000009204.png,E:\TT_exported\train1\hr\000009204.png,train1
9205,onfidential!,E:\TT_exported\train1\lr\000009205.png,E:\TT_exported\train1\hr\000009205.png,train1
9206,OPTOMETR,E:\TT_exported\train1\lr\000009206.png,E:\TT_exported\train1\hr\000009206.png,train1
9207,ASSOCIATE,E:\TT_exported\train1\lr\000009207.png,E:\TT_exported\train1\hr\000009207.png,train1
9208,GOLI,E:\TT_exported\train1\lr\000009208.png,E:\TT_exported\train1\hr\000009208.png,train1
9209,GARY,E:\TT_exported\train1\lr\000009209.png,E:\TT_exported\train1\hr\000009209.png,train1
9210,DR.,E:\TT_exported\train1\lr\000009210.png,E:\TT_exported\train1\hr\000009210.png,train1
9211,&,E:\TT_exported\train1\lr\000009211.png,E:\TT_exported\train1\hr\000009211.png,train1
9212,QUARTZ,E:\TT_exported\train1\lr\000009212.png,E:\TT_exported\train1\hr\000009212.png,train1
9213,LETTER,E:\TT_exported\train1\lr\000009213.png,E:\TT_exported\train1\hr\000009213.png,train1
9214,BRIGHT,E:\TT_exported\train1\lr\000009214.png,E:\TT_exported\train1\hr\000009214.png,train1
9215,92,E:\TT_exported\train1\lr\000009215.png,E:\TT_exported\train1\hr\000009215.png,train1
9216,92,E:\TT_exported\train1\lr\000009216.png,E:\TT_exported\train1\hr\000009216.png,train1
9217,75g/m2,E:\TT_exported\train1\lr\000009217.png,E:\TT_exported\train1\hr\000009217.png,train1
9218,LB.,E:\TT_exported\train1\lr\000009218.png,E:\TT_exported\train1\hr\000009218.png,train1
9219,20,E:\TT_exported\train1\lr\000009219.png,E:\TT_exported\train1\hr\000009219.png,train1
9220,20,E:\TT_exported\train1\lr\000009220.png,E:\TT_exported\train1\hr\000009220.png,train1
9221,SHEETS,E:\TT_exported\train1\lr\000009221.png,E:\TT_exported\train1\hr\000009221.png,train1
9222,500,E:\TT_exported\train1\lr\000009222.png,E:\TT_exported\train1\hr\000009222.png,train1
9223,500,E:\TT_exported\train1\lr\000009223.png,E:\TT_exported\train1\hr\000009223.png,train1
9224,LETTER,E:\TT_exported\train1\lr\000009224.png,E:\TT_exported\train1\hr\000009224.png,train1
9225,Paper,E:\TT_exported\train1\lr\000009225.png,E:\TT_exported\train1\hr\000009225.png,train1
9226,Paper,E:\TT_exported\train1\lr\000009226.png,E:\TT_exported\train1\hr\000009226.png,train1
9227,Copy,E:\TT_exported\train1\lr\000009227.png,E:\TT_exported\train1\hr\000009227.png,train1
9228,Copy,E:\TT_exported\train1\lr\000009228.png,E:\TT_exported\train1\hr\000009228.png,train1
9229,Recycled,E:\TT_exported\train1\lr\000009229.png,E:\TT_exported\train1\hr\000009229.png,train1
9230,Recycled,E:\TT_exported\train1\lr\000009230.png,E:\TT_exported\train1\hr\000009230.png,train1
9231,30%,E:\TT_exported\train1\lr\000009231.png,E:\TT_exported\train1\hr\000009231.png,train1
9232,30%,E:\TT_exported\train1\lr\000009232.png,E:\TT_exported\train1\hr\000009232.png,train1
9233,STAPLES,E:\TT_exported\train1\lr\000009233.png,E:\TT_exported\train1\hr\000009233.png,train1
9234,iversity,E:\TT_exported\train1\lr\000009234.png,E:\TT_exported\train1\hr\000009234.png,train1
9235,iversity,E:\TT_exported\train1\lr\000009235.png,E:\TT_exported\train1\hr\000009235.png,train1
9236,roducts,E:\TT_exported\train1\lr\000009236.png,E:\TT_exported\train1\hr\000009236.png,train1
9237,Solutions,E:\TT_exported\train1\lr\000009237.png,E:\TT_exported\train1\hr\000009237.png,train1
9238,Solutions,E:\TT_exported\train1\lr\000009238.png,E:\TT_exported\train1\hr\000009238.png,train1
9239,copy,E:\TT_exported\train1\lr\000009239.png,E:\TT_exported\train1\hr\000009239.png,train1
9240,copy,E:\TT_exported\train1\lr\000009240.png,E:\TT_exported\train1\hr\000009240.png,train1
9241,paper,E:\TT_exported\train1\lr\000009241.png,E:\TT_exported\train1\hr\000009241.png,train1
9242,paper,E:\TT_exported\train1\lr\000009242.png,E:\TT_exported\train1\hr\000009242.png,train1
9243,30%,E:\TT_exported\train1\lr\000009243.png,E:\TT_exported\train1\hr\000009243.png,train1
9244,30%,E:\TT_exported\train1\lr\000009244.png,E:\TT_exported\train1\hr\000009244.png,train1
9245,recycled,E:\TT_exported\train1\lr\000009245.png,E:\TT_exported\train1\hr\000009245.png,train1
9246,recycled,E:\TT_exported\train1\lr\000009246.png,E:\TT_exported\train1\hr\000009246.png,train1
9247,paper,E:\TT_exported\train1\lr\000009247.png,E:\TT_exported\train1\hr\000009247.png,train1
9248,paper,E:\TT_exported\train1\lr\000009248.png,E:\TT_exported\train1\hr\000009248.png,train1
9249,92,E:\TT_exported\train1\lr\000009249.png,E:\TT_exported\train1\hr\000009249.png,train1
9250,92,E:\TT_exported\train1\lr\000009250.png,E:\TT_exported\train1\hr\000009250.png,train1
9251,20,E:\TT_exported\train1\lr\000009251.png,E:\TT_exported\train1\hr\000009251.png,train1
9252,20,E:\TT_exported\train1\lr\000009252.png,E:\TT_exported\train1\hr\000009252.png,train1
9253,75g\m2,E:\TT_exported\train1\lr\000009253.png,E:\TT_exported\train1\hr\000009253.png,train1
9254,DPS08511RCY,E:\TT_exported\train1\lr\000009254.png,E:\TT_exported\train1\hr\000009254.png,train1
9255,DPS08511RCY,E:\TT_exported\train1\lr\000009255.png,E:\TT_exported\train1\hr\000009255.png,train1
9256,dps,E:\TT_exported\train1\lr\000009256.png,E:\TT_exported\train1\hr\000009256.png,train1
9257,dps,E:\TT_exported\train1\lr\000009257.png,E:\TT_exported\train1\hr\000009257.png,train1
9258,dps,E:\TT_exported\train1\lr\000009258.png,E:\TT_exported\train1\hr\000009258.png,train1
9259,CREEK,E:\TT_exported\train1\lr\000009259.png,E:\TT_exported\train1\hr\000009259.png,train1
9260,CREEK,E:\TT_exported\train1\lr\000009260.png,E:\TT_exported\train1\hr\000009260.png,train1
9261,STEVENS,E:\TT_exported\train1\lr\000009261.png,E:\TT_exported\train1\hr\000009261.png,train1
9262,STEVENS,E:\TT_exported\train1\lr\000009262.png,E:\TT_exported\train1\hr\000009262.png,train1
9263,8BJF491,E:\TT_exported\train1\lr\000009263.png,E:\TT_exported\train1\hr\000009263.png,train1
9264,Audi,E:\TT_exported\train1\lr\000009264.png,E:\TT_exported\train1\hr\000009264.png,train1
9265,OCT,E:\TT_exported\train1\lr\000009265.png,E:\TT_exported\train1\hr\000009265.png,train1
9266,SQ5,E:\TT_exported\train1\lr\000009266.png,E:\TT_exported\train1\hr\000009266.png,train1
9267,surveillance.,E:\TT_exported\train1\lr\000009267.png,E:\TT_exported\train1\hr\000009267.png,train1
9268,surveillance.,E:\TT_exported\train1\lr\000009268.png,E:\TT_exported\train1\hr\000009268.png,train1
9269,video,E:\TT_exported\train1\lr\000009269.png,E:\TT_exported\train1\hr\000009269.png,train1
9270,video,E:\TT_exported\train1\lr\000009270.png,E:\TT_exported\train1\hr\000009270.png,train1
9271,under,E:\TT_exported\train1\lr\000009271.png,E:\TT_exported\train1\hr\000009271.png,train1
9272,under,E:\TT_exported\train1\lr\000009272.png,E:\TT_exported\train1\hr\000009272.png,train1
9273,are,E:\TT_exported\train1\lr\000009273.png,E:\TT_exported\train1\hr\000009273.png,train1
9274,premises,E:\TT_exported\train1\lr\000009274.png,E:\TT_exported\train1\hr\000009274.png,train1
9275,premises,E:\TT_exported\train1\lr\000009275.png,E:\TT_exported\train1\hr\000009275.png,train1
9276,These,E:\TT_exported\train1\lr\000009276.png,E:\TT_exported\train1\hr\000009276.png,train1
9277,These,E:\TT_exported\train1\lr\000009277.png,E:\TT_exported\train1\hr\000009277.png,train1
9278,Co.,E:\TT_exported\train1\lr\000009278.png,E:\TT_exported\train1\hr\000009278.png,train1
9279,Co.,E:\TT_exported\train1\lr\000009279.png,E:\TT_exported\train1\hr\000009279.png,train1
9280,Shane,E:\TT_exported\train1\lr\000009280.png,E:\TT_exported\train1\hr\000009280.png,train1
9281,CHIPS,E:\TT_exported\train1\lr\000009281.png,E:\TT_exported\train1\hr\000009281.png,train1
9282,AND,E:\TT_exported\train1\lr\000009282.png,E:\TT_exported\train1\hr\000009282.png,train1
9283,BYTES,E:\TT_exported\train1\lr\000009283.png,E:\TT_exported\train1\hr\000009283.png,train1
9284,NTER,E:\TT_exported\train1\lr\000009284.png,E:\TT_exported\train1\hr\000009284.png,train1
9285,CENTER,E:\TT_exported\train1\lr\000009285.png,E:\TT_exported\train1\hr\000009285.png,train1
9286,DISCOVERY,E:\TT_exported\train1\lr\000009286.png,E:\TT_exported\train1\hr\000009286.png,train1
9287,COMPUTER,E:\TT_exported\train1\lr\000009287.png,E:\TT_exported\train1\hr\000009287.png,train1
9288,THE,E:\TT_exported\train1\lr\000009288.png,E:\TT_exported\train1\hr\000009288.png,train1
9289,THE,E:\TT_exported\train1\lr\000009289.png,E:\TT_exported\train1\hr\000009289.png,train1
9290,TO,E:\TT_exported\train1\lr\000009290.png,E:\TT_exported\train1\hr\000009290.png,train1
9291,TO,E:\TT_exported\train1\lr\000009291.png,E:\TT_exported\train1\hr\000009291.png,train1
9292,WELCOME,E:\TT_exported\train1\lr\000009292.png,E:\TT_exported\train1\hr\000009292.png,train1
9293,WORK,E:\TT_exported\train1\lr\000009293.png,E:\TT_exported\train1\hr\000009293.png,train1
9294,AT,E:\TT_exported\train1\lr\000009294.png,E:\TT_exported\train1\hr\000009294.png,train1
9295,AT,E:\TT_exported\train1\lr\000009295.png,E:\TT_exported\train1\hr\000009295.png,train1
9296,GENiUS,E:\TT_exported\train1\lr\000009296.png,E:\TT_exported\train1\hr\000009296.png,train1
9297,RiNG,E:\TT_exported\train1\lr\000009297.png,E:\TT_exported\train1\hr\000009297.png,train1
9298,UNPLUGGED!,E:\TT_exported\train1\lr\000009298.png,E:\TT_exported\train1\hr\000009298.png,train1
9299,COME,E:\TT_exported\train1\lr\000009299.png,E:\TT_exported\train1\hr\000009299.png,train1
9300,JUST,E:\TT_exported\train1\lr\000009300.png,E:\TT_exported\train1\hr\000009300.png,train1
9301,JUST,E:\TT_exported\train1\lr\000009301.png,E:\TT_exported\train1\hr\000009301.png,train1
9302,THEY,E:\TT_exported\train1\lr\000009302.png,E:\TT_exported\train1\hr\000009302.png,train1
9303,DIE...,E:\TT_exported\train1\lr\000009303.png,E:\TT_exported\train1\hr\000009303.png,train1
9304,NEVER,E:\TT_exported\train1\lr\000009304.png,E:\TT_exported\train1\hr\000009304.png,train1
9305,HACKERS,E:\TT_exported\train1\lr\000009305.png,E:\TT_exported\train1\hr\000009305.png,train1
9306,Bytes,E:\TT_exported\train1\lr\000009306.png,E:\TT_exported\train1\hr\000009306.png,train1
9307,COMPUTER,E:\TT_exported\train1\lr\000009307.png,E:\TT_exported\train1\hr\000009307.png,train1
9308,BEWARE,E:\TT_exported\train1\lr\000009308.png,E:\TT_exported\train1\hr\000009308.png,train1
9309,ENDDO,E:\TT_exported\train1\lr\000009309.png,E:\TT_exported\train1\hr\000009309.png,train1
9310,EDIT,E:\TT_exported\train1\lr\000009310.png,E:\TT_exported\train1\hr\000009310.png,train1
9311,EDIT,E:\TT_exported\train1\lr\000009311.png,E:\TT_exported\train1\hr\000009311.png,train1
9312,Append,E:\TT_exported\train1\lr\000009312.png,E:\TT_exported\train1\hr\000009312.png,train1
9313,Append,E:\TT_exported\train1\lr\000009313.png,E:\TT_exported\train1\hr\000009313.png,train1
9314,Lunch,E:\TT_exported\train1\lr\000009314.png,E:\TT_exported\train1\hr\000009314.png,train1
9315,ADD,E:\TT_exported\train1\lr\000009315.png,E:\TT_exported\train1\hr\000009315.png,train1
9316,RET,E:\TT_exported\train1\lr\000009316.png,E:\TT_exported\train1\hr\000009316.png,train1
9317,SORT,E:\TT_exported\train1\lr\000009317.png,E:\TT_exported\train1\hr\000009317.png,train1
9318,WAY,E:\TT_exported\train1\lr\000009318.png,E:\TT_exported\train1\hr\000009318.png,train1
9319,NO,E:\TT_exported\train1\lr\000009319.png,E:\TT_exported\train1\hr\000009319.png,train1
9320,PRINT,E:\TT_exported\train1\lr\000009320.png,E:\TT_exported\train1\hr\000009320.png,train1
9321,PRINT,E:\TT_exported\train1\lr\000009321.png,E:\TT_exported\train1\hr\000009321.png,train1
9322,BOTTOM,E:\TT_exported\train1\lr\000009322.png,E:\TT_exported\train1\hr\000009322.png,train1
9323,BOTTOM,E:\TT_exported\train1\lr\000009323.png,E:\TT_exported\train1\hr\000009323.png,train1
9324,TO,E:\TT_exported\train1\lr\000009324.png,E:\TT_exported\train1\hr\000009324.png,train1
9325,GO,E:\TT_exported\train1\lr\000009325.png,E:\TT_exported\train1\hr\000009325.png,train1
9326,check,E:\TT_exported\train1\lr\000009326.png,E:\TT_exported\train1\hr\000009326.png,train1
9327,Subname,E:\TT_exported\train1\lr\000009327.png,E:\TT_exported\train1\hr\000009327.png,train1
9328,FiLE,E:\TT_exported\train1\lr\000009328.png,E:\TT_exported\train1\hr\000009328.png,train1
9329,FiLE,E:\TT_exported\train1\lr\000009329.png,E:\TT_exported\train1\hr\000009329.png,train1
9330,Like,E:\TT_exported\train1\lr\000009330.png,E:\TT_exported\train1\hr\000009330.png,train1
9331,Like,E:\TT_exported\train1\lr\000009331.png,E:\TT_exported\train1\hr\000009331.png,train1
9332,sounds,E:\TT_exported\train1\lr\000009332.png,E:\TT_exported\train1\hr\000009332.png,train1
9333,sounds,E:\TT_exported\train1\lr\000009333.png,E:\TT_exported\train1\hr\000009333.png,train1
9334,pseudocode,E:\TT_exported\train1\lr\000009334.png,E:\TT_exported\train1\hr\000009334.png,train1
9335,CMD,E:\TT_exported\train1\lr\000009335.png,E:\TT_exported\train1\hr\000009335.png,train1
9336,MENU,E:\TT_exported\train1\lr\000009336.png,E:\TT_exported\train1\hr\000009336.png,train1
9337,NAME,E:\TT_exported\train1\lr\000009337.png,E:\TT_exported\train1\hr\000009337.png,train1
9338,NAME,E:\TT_exported\train1\lr\000009338.png,E:\TT_exported\train1\hr\000009338.png,train1
9339,FILE,E:\TT_exported\train1\lr\000009339.png,E:\TT_exported\train1\hr\000009339.png,train1
9340,COMMAND,E:\TT_exported\train1\lr\000009340.png,E:\TT_exported\train1\hr\000009340.png,train1
9341,PROGRAM,E:\TT_exported\train1\lr\000009341.png,E:\TT_exported\train1\hr\000009341.png,train1
9342,FLAVOR,E:\TT_exported\train1\lr\000009342.png,E:\TT_exported\train1\hr\000009342.png,train1
9343,Coke.,E:\TT_exported\train1\lr\000009343.png,E:\TT_exported\train1\hr\000009343.png,train1
9344,Coke.,E:\TT_exported\train1\lr\000009344.png,E:\TT_exported\train1\hr\000009344.png,train1
9345,Diet,E:\TT_exported\train1\lr\000009345.png,E:\TT_exported\train1\hr\000009345.png,train1
9346,Coke,E:\TT_exported\train1\lr\000009346.png,E:\TT_exported\train1\hr\000009346.png,train1
9347,MANGO,E:\TT_exported\train1\lr\000009347.png,E:\TT_exported\train1\hr\000009347.png,train1
9348,MANGO,E:\TT_exported\train1\lr\000009348.png,E:\TT_exported\train1\hr\000009348.png,train1
9349,TWISTED,E:\TT_exported\train1\lr\000009349.png,E:\TT_exported\train1\hr\000009349.png,train1
9350,TWISTED,E:\TT_exported\train1\lr\000009350.png,E:\TT_exported\train1\hr\000009350.png,train1
9351,Wond,E:\TT_exported\train1\lr\000009351.png,E:\TT_exported\train1\hr\000009351.png,train1
9352,Do,E:\TT_exported\train1\lr\000009352.png,E:\TT_exported\train1\hr\000009352.png,train1
9353,Wonderfu,E:\TT_exported\train1\lr\000009353.png,E:\TT_exported\train1\hr\000009353.png,train1
9354,17076,E:\TT_exported\train1\lr\000009354.png,E:\TT_exported\train1\hr\000009354.png,train1
9355,17076,E:\TT_exported\train1\lr\000009355.png,E:\TT_exported\train1\hr\000009355.png,train1
9356,IL209,E:\TT_exported\train1\lr\000009356.png,E:\TT_exported\train1\hr\000009356.png,train1
9357,IL209,E:\TT_exported\train1\lr\000009357.png,E:\TT_exported\train1\hr\000009357.png,train1
9358,MANGO,E:\TT_exported\train1\lr\000009358.png,E:\TT_exported\train1\hr\000009358.png,train1
9359,ADESSO,E:\TT_exported\train1\lr\000009359.png,E:\TT_exported\train1\hr\000009359.png,train1
9360,ADESSO,E:\TT_exported\train1\lr\000009360.png,E:\TT_exported\train1\hr\000009360.png,train1
9361,www.southbaychurch.org,E:\TT_exported\train1\lr\000009361.png,E:\TT_exported\train1\hr\000009361.png,train1
9362,www.southbaychurch.org,E:\TT_exported\train1\lr\000009362.png,E:\TT_exported\train1\hr\000009362.png,train1
9363,bay,E:\TT_exported\train1\lr\000009363.png,E:\TT_exported\train1\hr\000009363.png,train1
9364,bay,E:\TT_exported\train1\lr\000009364.png,E:\TT_exported\train1\hr\000009364.png,train1
9365,south,E:\TT_exported\train1\lr\000009365.png,E:\TT_exported\train1\hr\000009365.png,train1
9366,south,E:\TT_exported\train1\lr\000009366.png,E:\TT_exported\train1\hr\000009366.png,train1
9367,SB,E:\TT_exported\train1\lr\000009367.png,E:\TT_exported\train1\hr\000009367.png,train1
9368,ROCK,E:\TT_exported\train1\lr\000009368.png,E:\TT_exported\train1\hr\000009368.png,train1
